15200,-2720,-3472,-508,305,123
15136,256,-3040,-575,110,-35
15168,2128,-3008,-583,-59,-68
14320,1856,-1936,-558,-223,-64
14704,2992,-3408,-463,-422,177
15200,3072,-3344,-463,-388,229
15200,784,816,-511,-371,98
13840,288,6608,-561,-269,53
13952,1232,4176,-591,-142,126
13680,3776,2288,-587,-147,151
14272,6400,-1248,-581,-59,205
15072,4992,-2320,-596,25,134
14720,5008,-2992,-593,50,148
13568,5008,-3936,-594,23,148
11888,7872,-8064,-569,-22,236
8400,7504,-12352,-386,-64,456
9216,5120,-11536,-322,-46,498
11632,11424,-7168,-396,-165,437
9344,12768,-336,-286,-522,290
10016,16016,17664,-161,-652,124
8528,11616,3168,-125,-664,124
8672,13760,4464,-47,-685,-33
10288,12464,2592,-114,-672,-28
6736,15696,-4704,3,-692,133
1776,14160,-6432,138,-692,136
-688,13088,-9792,319,-609,220
-3488,10432,-11184,433,-505,274
-8416,8416,-12288,552,-412,234
-9632,5104,-12032,595,-340,231
-10880,5648,-14256,609,-272,259
-12896,-3984,-13328,635,-129,277
-15120,-5968,-3776,685,-103,177
-17200,-3328,368,694,-217,32
-17088,-4864,720,700,-200,34
-15888,-2704,-528,690,-232,18
-16896,2304,4000,664,-305,6
-16160,-480,5344,662,-282,-66
-14016,128,11936,628,-272,-173
-7392,3008,13744,410,-423,-309
-7056,6832,10432,384,-574,-156
-2464,9232,12144,173,-637,-181
3920,8048,14096,-58,-621,-204
6784,9232,10224,-181,-600,-171
9648,5088,8592,-414,-488,-58
11920,3616,8352,-479,-415,-19
13136,5424,9168,-520,-346,-30
14352,3184,5632,-554,-294,85
14640,2336,5104,-573,-235,121
15152,2416,-2144,-575,142,159
15632,4592,448,-593,113,100
15840,7536,4624,-547,36,-159
13936,3392,5680,-504,21,-232
10960,1296,10144,-297,55,-403
6928,4208,14208,50,-115,-498
2816,5408,14352,205,-246,-464
2800,8736,13584,204,-315,-444
3840,14288,8304,212,-575,-270
4288,15168,3456,153,-676,-109
5456,15664,-1984,115,-703,19
4320,14768,-5200,115,-684,164
3120,13648,-6880,196,-651,221
2784,14608,-6592,236,-641,224
1504,15552,-3760,256,-616,257
848,14976,-8512,300,-632,196
-1248,7184,-14928,374,-322,456
-4272,-2752,-15280,439,61,464
-9344,-5264,-13984,569,117,343
-11904,-2704,-12016,672,63,186
-14656,-6832,-6656,685,132,-8
-14000,-9984,3248,637,129,-172
-10864,-8640,9024,584,13,-286
-6704,-14480,-3072,528,408,-4
-3776,-448,-16720,462,71,450
-80,9776,-14544,341,-357,454
