-6848,13104,8688,498,-365,-291
-8752,12560,6448,555,-364,-229
-13424,10960,-384,686,-254,9
-15024,4784,-5376,705,-36,140
-10704,3440,-13296,531,107,390
-4384,2320,-16320,341,109,512
2352,672,-19216,122,130,568
8272,-2032,-14256,-195,303,473
13440,-5344,-6160,-360,415,269
15008,-4672,1360,-448,401,26
12768,-3840,6496,-392,364,-184
11456,-2752,10176,-242,224,-389
9952,-1760,11040,-213,170,-418
7616,1616,13696,-68,39,-487
4400,7408,11936,234,-326,-437
-3616,7424,13952,441,-313,-358
-9184,12752,7920,602,-328,-184
-13312,10416,1488,652,-340,69
-15136,9040,-1344,655,-227,213
-13696,8224,-5552,630,-143,293
-10320,6848,-10448,563,-127,377
-7680,7184,-13216,381,-55,513
-2720,5120,-15136,225,8,566
3504,5168,-14896,-54,93,576
8992,7568,-10528,-161,-112,561
11456,10448,-4624,-258,-437,402
11280,10160,384,-294,-550,251
10128,11184,3840,-264,-617,97
7760,11376,7440,-220,-642,-9
4272,13520,10336,-141,-656,-90
2640,12912,10528,-203,-646,-47
3344,12992,9392,-225,-624,-91
2736,14144,7696,-240,-618,-78
-256,16288,6336,-214,-639,-62
240,17184,4592,-220,-632,-71
864,17872,2688,-234,-626,-67
2144,16048,7984,-296,-587,-80
7472,10720,9008,-435,-465,-76
12688,5776,8048,-534,-320,-48
14640,3648,3984,-559,-278,117
15200,1264,848,-541,-265,209
15312,-480,-384,-515,-281,256
14816,944,-3632,-442,-314,337
11952,3808,-11360,-264,-353,456
4224,-704,-16640,-41,-270,556
-96,-4160,-16336,206,-154,565
-5232,-10336,-11696,483,217,392
-8656,-12048,-8736,590,289,194
-9024,-13808,-1280,599,327,21
-8992,-12464,6544,519,254,-265
-9440,-8944,10528,507,66,-357
-12704,-5248,11248,460,-111,-397
-12832,-1888,10512,414,-146,-418
-14784,-2016,7616,466,-8,-396
-15344,-896,6016,502,51,-362
-16352,1552,3136,599,53,-274
-16320,2832,1488,658,32,-183
-16080,4464,288,688,18,-110
